Ano;País de Destino;Categoria de Carne;Faturamento (US$);Volume (Kg)
2023;Libéria;Carne Bovina;1810;272
2023;Grécia;Carne Bovina;1701;274
2023;Noruega;Carne Bovina;1681;235
2023;Panamá;Carne Suína;1657;278
2023;Marshall, Ilhas;Carne de Aves;1628;617
2023;Chipre;Carne de Aves;1615;848
2023;Singapura;Carne Bovina;1613;213
2023;Alemanha;Carne Bovina;1612;186
2023;Panamá;Outras Carnes e Miudezas;1609;193
2023;Chipre;Carne de Aves;1582;658
2023;Curaçao;Carne de Aves;1581;795
2023;Libéria;Carne de Aves;1580;599
2023;Bahamas;Outras Carnes e Miudezas;1518;289
2023;Libéria;Carne Suína;1495;265
2023;Libéria;Outras Carnes e Miudezas;1493;322
2023;Grécia;Carne de Aves;1480;544
2023;Bélgica;Carne de Aves;1479;1008
2023;Curaçao;Carne de Aves;1476;936
2023;Belize;Carne Bovina;1428;178
2023;Suíça;Carne Suína;1400;275
2023;Panamá;Carne Suína;1375;340
2023;Bahamas;Outras Carnes e Miudezas;1361;177
2023;Hong Kong;Outras Carnes e Miudezas;1349;177
2023;Marshall, Ilhas;Carne Bovina;1347;228
2023;Grécia;Carne de Aves;1289;499
2023;Chipre;Carne de Aves;1289;451
2023;Estados Unidos;Carne Bovina;1283;166
2023;Marshall, Ilhas;Carne de Aves;1276;111
2023;Bahamas;Carne Suína;1261;294
2023;Estados Unidos;Outras Carnes e Miudezas;1226;180
2023;Malta;Carne Suína;1225;152
2023;China;Carne de Aves;1218;436
2023;Grécia;Outras Carnes e Miudezas;1218;277
2023;Virgens, Ilhas (Britânicas);Carne de Aves;1208;750
2023;Chipre;Carne Bovina;1201;242
2023;Panamá;Outras Carnes e Miudezas;1198;282
2023;Panamá;Outras Carnes e Miudezas;1196;93
2023;Vanuatu;Carne Suína;1134;249
2023;Singapura;Outras Carnes e Miudezas;1128;279
2023;Libéria;Outras Carnes e Miudezas;1123;263
2023;Estados Unidos;Outras Carnes e Miudezas;1088;208
2023;Bahamas;Outras Carnes e Miudezas;1087;218
2023;Suíça;Carne de Aves;1078;427
2023;Panamá;Outras Carnes e Miudezas;1070;371
2023;Dinamarca;Outras Carnes e Miudezas;1068;120
2023;Grécia;Carne Suína;1059;320
2023;Panamá;Carne de Aves;1057;200
2023;Panamá;Outras Carnes e Miudezas;1053;424
2023;Panamá;Carne Suína;1041;310
2023;Singapura;Outras Carnes e Miudezas;1041;176
2023;Noruega;Carne Suína;1018;323
2023;Malta;Carne de Aves;996;409
2023;Panamá;Carne de Aves;981;134
2023;Dinamarca;Carne Bovina;977;134
2023;Singapura;Outras Carnes e Miudezas;964;69
2023;Grécia;Outras Carnes e Miudezas;944;167
2023;Dominica;Carne de Aves;936;494
2023;Índia;Carne Suína;931;340
2023;Portugal;Carne de Aves;930;412
2023;Singapura;Outras Carnes e Miudezas;925;387
2023;Portugal;Carne Suína;912;213
2023;Vanuatu;Carne Bovina;909;78
2023;Hong Kong;Outras Carnes e Miudezas;905;431
2023;Singapura;Carne Bovina;898;183
2023;Noruega;Carne de Aves;897;400
2023;Bahamas;Outras Carnes e Miudezas;896;67
2023;Cayman, Ilhas;Carne Suína;888;195
2023;Suíça;Outras Carnes e Miudezas;887;172
2023;Barbados;Carne Suína;886;219
2023;Estados Unidos;Carne de Aves;871;318
2023;Países Baixos (Holanda);Carne Bovina;866;113
2023;Bahamas;Carne de Aves;861;329
2023;Bahamas;Carne de Aves;853;109
2023;Suíça;Carne Bovina;845;112
2023;Noruega;Carne de Aves;840;372
2023;Chipre;Carne Suína;837;252
2023;China;Carne Suína;837;173
2023;Singapura;Outras Carnes e Miudezas;823;161
2023;Cayman, Ilhas;Carne Bovina;788;45
2023;China;Outras Carnes e Miudezas;786;80
2023;Malta;Outras Carnes e Miudezas;783;76
2023;Chipre;Carne de Aves;778;245
2023;Polônia;Carne Suína;761;74
2023;Libéria;Outras Carnes e Miudezas;760;127
2023;Malta;Outras Carnes e Miudezas;750;267
2023;Timor Leste;Outras Carnes e Miudezas;747;648
2023;Libéria;Carne de Aves;743;107
2023;Antígua e Barbuda;Carne Bovina;739;90
2023;Panamá;Carne de Aves;738;313
2023;Malta;Outras Carnes e Miudezas;729;110
2023;Malta;Outras Carnes e Miudezas;720;97
2023;Marshall, Ilhas;Outras Carnes e Miudezas;716;353
2023;China;Outras Carnes e Miudezas;716;33
2023;Portugal;Carne Bovina;705;90
2023;Tailândia;Carne de Aves;703;418
2023;Grécia;Carne Suína;691;204
2023;Bahamas;Carne de Aves;690;98
2023;Hong Kong;Carne Suína;689;258
2023;Dinamarca;Carne Suína;671;136
2023;Hong Kong;Carne Suína;660;93
2023;Índia;Carne Bovina;657;110
2023;Marshall, Ilhas;Outras Carnes e Miudezas;649;169
2023;Noruega;Outras Carnes e Miudezas;644;51
2023;Portugal;Carne Bovina;641;126
2023;Marshall, Ilhas;Carne de Aves;635;91
2023;Hong Kong;Carne Bovina;626;125
2023;Chipre;Outras Carnes e Miudezas;621;193
2023;Malásia;Carne de Aves;597;260
2023;Malta;Carne Bovina;596;147
2023;Malta;Outras Carnes e Miudezas;593;106
2023;Panamá;Outras Carnes e Miudezas;591;40
2023;Índia;Carne de Aves;589;340
2023;Cook, Ilhas;Outras Carnes e Miudezas;583;42
2023;Barbados;Carne Suína;577;64
2023;Panamá;Outras Carnes e Miudezas;576;158
2023;Malta;Carne de Aves;571;223
2023;Países Baixos (Holanda);Carne Suína;570;139
2023;Chipre;Outras Carnes e Miudezas;568;49
2023;Belize;Carne de Aves;565;253
2023;Hong Kong;Outras Carnes e Miudezas;552;126
2023;Dinamarca;Outras Carnes e Miudezas;549;104
2023;Malta;Outras Carnes e Miudezas;549;44
2023;Suíça;Outras Carnes e Miudezas;547;38
2023;Panamá;Outras Carnes e Miudezas;541;124
2023;Malta;Outras Carnes e Miudezas;525;121
2023;Marshall, Ilhas;Carne Suína;524;153
2023;Marshall, Ilhas;Outras Carnes e Miudezas;523;189
2023;Chipre;Outras Carnes e Miudezas;522;93
2023;Marshall, Ilhas;Outras Carnes e Miudezas;518;193
2023;Bahamas;Outras Carnes e Miudezas;499;163
2023;Bahamas;Carne Bovina;489;102
2023;Marshall, Ilhas;Carne de Aves;485;78
2023;Taiwan (Formosa);Outras Carnes e Miudezas;476;35
2023;Alemanha;Carne de Aves;474;58
2023;Suíça;Carne Suína;470;126
2023;Noruega;Outras Carnes e Miudezas;469;92
2023;Malta;Carne de Aves;463;234
2023;Hong Kong;Carne de Aves;460;76
2023;Japão;Outras Carnes e Miudezas;457;96
2023;Singapura;Outras Carnes e Miudezas;451;112
2023;Dinamarca;Carne de Aves;449;160
2023;China;Outras Carnes e Miudezas;448;124
2023;Singapura;Outras Carnes e Miudezas;439;96
2023;Hong Kong;Outras Carnes e Miudezas;432;31
2023;China;Carne de Aves;428;160
2023;Coreia do Sul;Outras Carnes e Miudezas;426;44
2023;Noruega;Outras Carnes e Miudezas;421;100
2023;Marshall, Ilhas;Outras Carnes e Miudezas;414;183
2023;Noruega;Outras Carnes e Miudezas;414;35
2023;Barbados;Outras Carnes e Miudezas;410;25
2023;Panamá;Outras Carnes e Miudezas;399;160
2023;Marshall, Ilhas;Carne Bovina;391;96
2023;Alemanha;Carne Suína;391;45
2023;Singapura;Outras Carnes e Miudezas;380;27
2023;Grécia;Outras Carnes e Miudezas;378;92
2023;Libéria;Carne Bovina;374;70
2023;Malta;Carne de Aves;373;131
2023;Portugal;Carne de Aves;371;160
2023;Libéria;Outras Carnes e Miudezas;367;40
2023;Bahamas;Carne Suína;365;110
2023;Dinamarca;Carne Suína;365;91
2023;Alemanha;Outras Carnes e Miudezas;361;59
2023;Vanuatu;Outras Carnes e Miudezas;355;100
2023;Grécia;Outras Carnes e Miudezas;354;40
2023;Panamá;Outras Carnes e Miudezas;352;36
2023;China;Outras Carnes e Miudezas;351;110
2023;Panamá;Carne Bovina;351;71
2023;Japão;Outras Carnes e Miudezas;350;105
2023;Coreia do Sul;Carne Bovina;344;45
2023;Polônia;Carne de Aves;341;67
2023;Barbados;Carne de Aves;334;43
2023;China;Carne de Aves;333;97
2023;Chipre;Outras Carnes e Miudezas;331;22
2023;Hong Kong;Carne Suína;327;82
2023;Chipre;Outras Carnes e Miudezas;318;82
2023;Noruega;Outras Carnes e Miudezas;318;60
2023;Panamá;Carne de Aves;313;46
2023;Reino Unido;Carne de Aves;313;43
2023;Hong Kong;Carne de Aves;312;114
2023;Noruega;Carne Suína;306;100
2023;Panamá;Outras Carnes e Miudezas;305;100
2023;Marshall, Ilhas;Outras Carnes e Miudezas;304;70
2023;Noruega;Outras Carnes e Miudezas;298;87
2023;Chipre;Outras Carnes e Miudezas;297;37
2023;Países Baixos (Holanda);Carne Suína;294;77
2023;África do Sul;Carne de Aves;291;27
2023;Taiwan (Formosa);Carne Suína;290;55
2023;China;Carne Bovina;290;50
2023;Alemanha;Outras Carnes e Miudezas;286;88
2023;Palau;Carne Bovina;282;35
2023;Alemanha;Carne Bovina;278;42
2023;Estados Unidos;Carne Bovina;274;44
2023;Tailândia;Carne Suína;269;120
2023;Malta;Outras Carnes e Miudezas;263;114
2023;Bahamas;Carne Bovina;261;55
2023;Dinamarca;Carne de Aves;254;88
2023;Alemanha;Outras Carnes e Miudezas;251;33
2023;Cayman, Ilhas;Carne Suína;250;26
2023;Países Baixos (Holanda);Carne de Aves;248;100
2023;Países Baixos (Holanda);Carne de Aves;248;100
2023;Estados Unidos;Carne de Aves;248;94
2023;Japão;Outras Carnes e Miudezas;248;54
2023;Países Baixos (Holanda);Outras Carnes e Miudezas;241;45
2023;Barbados;Carne de Aves;239;96
2023;Coreia do Sul;Outras Carnes e Miudezas;236;40
2023;Grécia;Carne de Aves;235;100
2023;Coreia do Sul;Carne de Aves;234;60
2023;Estados Unidos;Carne Suína;231;52
2023;Singapura;Carne Suína;228;23
2023;Noruega;Outras Carnes e Miudezas;224;50
2023;Tonga;Carne de Aves;222;100
2023;Tailândia;Carne Bovina;222;40
2023;Bahamas;Carne de Aves;221;20
2023;Polônia;Carne de Aves;220;30
2023;Suíça;Outras Carnes e Miudezas;217;62
2023;Noruega;Carne Bovina;217;44
2023;Cayman, Ilhas;Carne Bovina;214;30
2023;Cook, Ilhas;Carne de Aves;213;76
2023;Croácia;Carne Bovina;211;30
2023;Marshall, Ilhas;Outras Carnes e Miudezas;208;102
2023;Alemanha;Outras Carnes e Miudezas;208;46
2023;Canadá;Carne de Aves;206;45
2023;Canadá;Outras Carnes e Miudezas;206;45
2023;Chipre;Carne Suína;203;71
2023;Polônia;Carne Bovina;200;23
2023;Grécia;Carne de Aves;198;100
2023;Cayman, Ilhas;Outras Carnes e Miudezas;195;29
2023;Barbados;Carne de Aves;193;116
2023;Singapura;Outras Carnes e Miudezas;188;20
2023;Malásia;Carne Suína;185;61
2023;China;Outras Carnes e Miudezas;184;50
2023;Países Baixos (Holanda);Carne Bovina;184;33
2023;Singapura;Outras Carnes e Miudezas;182;34
2023;Malásia;Outras Carnes e Miudezas;179;18
2023;Alemanha;Carne de Aves;177;76
2023;Grécia;Carne de Aves;175;60
2023;Vanuatu;Outras Carnes e Miudezas;175;22
2023;Noruega;Carne Suína;174;21
2023;Suíça;Outras Carnes e Miudezas;173;54
2023;Singapura;Outras Carnes e Miudezas;173;23
2023;Malta;Carne de Aves;171;23
2023;Malásia;Carne Bovina;170;24
2023;Filipinas;Carne Bovina;166;22
2023;Grécia;Carne de Aves;164;57
2023;Panamá;Outras Carnes e Miudezas;164;30
2023;Canadá;Carne de Aves;162;45
2023;Bahamas;Outras Carnes e Miudezas;161;20
2023;Reino Unido;Carne de Aves;160;60
2023;Grécia;Outras Carnes e Miudezas;160;16
2023;Singapura;Outras Carnes e Miudezas;158;52
2023;Chipre;Outras Carnes e Miudezas;157;65
2023;Índia;Carne Bovina;157;30
2023;Países Baixos (Holanda);Carne Suína;155;45
2023;Barbados;Outras Carnes e Miudezas;155;20
2023;Panamá;Carne de Aves;154;60
2023;Hong Kong;Outras Carnes e Miudezas;153;50
2023;Hong Kong;Carne Bovina;153;28
2023;Índia;Carne Suína;151;60
2023;Canadá;Outras Carnes e Miudezas;150;20
2023;Grécia;Outras Carnes e Miudezas;149;52
2023;Noruega;Carne Suína;147;40
2023;Vanuatu;Outras Carnes e Miudezas;147;30
2023;Singapura;Outras Carnes e Miudezas;144;30
2023;Chipre;Outras Carnes e Miudezas;142;62
2023;China;Outras Carnes e Miudezas;142;60
2023;Portugal;Outras Carnes e Miudezas;142;20
2023;Bahamas;Outras Carnes e Miudezas;141;42
2023;Japão;Carne Suína;140;30
2023;Barbados;Outras Carnes e Miudezas;140;21
2023;Índia;Carne Bovina;139;40
2023;Reino Unido;Carne Bovina;138;20
2023;Marshall, Ilhas;Carne Bovina;137;23
2023;Chile;Carne Bovina;136;25
2023;Bahamas;Carne Suína;134;20
2023;Singapura;Carne Bovina;132;20
2023;Polônia;Carne de Aves;131;26
2023;Alemanha;Outras Carnes e Miudezas;131;19
2023;Malta;Carne de Aves;130;16
2023;Japão;Carne de Aves;129;40
2023;Antígua e Barbuda;Outras Carnes e Miudezas;129;39
2023;Antígua e Barbuda;Carne Bovina;129;20
2023;Malta;Carne Suína;128;75
2023;Libéria;Outras Carnes e Miudezas;128;57
2023;Países Baixos (Holanda);Outras Carnes e Miudezas;127;18
2023;Chipre;Carne de Aves;127;14
2023;Bahamas;Outras Carnes e Miudezas;127;12
2023;Filipinas;Carne Bovina;122;21
2023;Países Baixos (Holanda);Outras Carnes e Miudezas;119;22
2023;Hong Kong;Carne de Aves;118;14
2023;Marshall, Ilhas;Outras Carnes e Miudezas;118;13
2023;Noruega;Carne de Aves;117;20
2023;Chipre;Outras Carnes e Miudezas;112;40
2023;Hong Kong;Outras Carnes e Miudezas;112;35
2023;Vanuatu;Carne de Aves;110;60
2023;Emirados Árabes Unidos;Carne de Aves;110;17
2023;Vanuatu;Outras Carnes e Miudezas;110;15
2023;Países Baixos (Holanda);Carne Suína;109;37
2023;Libéria;Carne de Aves;108;40
2023;Barbados;Carne Suína;108;40
2023;Libéria;Outras Carnes e Miudezas;104;18
2023;Japão;Outras Carnes e Miudezas;102;20
2023;Taiwan (Formosa);Carne de Aves;98;35
2023;Chipre;Carne de Aves;96;40
2023;Vanuatu;Carne Suína;96;25
2023;Cayman, Ilhas;Carne Suína;94;34
2023;Índia;Outras Carnes e Miudezas;94;20
2023;Alemanha;Outras Carnes e Miudezas;93;35
2023;Filipinas;Outras Carnes e Miudezas;93;30
2023;Singapura;Carne de Aves;91;48
2023;Países Baixos (Holanda);Outras Carnes e Miudezas;91;36
2023;Croácia;Carne de Aves;90;40
2023;Canadá;Carne Suína;90;20
2023;Marshall, Ilhas;Carne de Aves;86;59
2023;Bahamas;Outras Carnes e Miudezas;85;49
2023;Bahamas;Outras Carnes e Miudezas;85;42
2023;Países Baixos (Holanda);Carne Bovina;83;11
2023;Cayman, Ilhas;Carne de Aves;82;36
2023;Libéria;Carne de Aves;81;15
2023;Taiwan (Formosa);Outras Carnes e Miudezas;80;25
2023;China;Outras Carnes e Miudezas;80;10
2023;Portugal;Outras Carnes e Miudezas;79;17
2023;China;Outras Carnes e Miudezas;76;47
2023;Filipinas;Carne Bovina;76;20
2023;Cayman, Ilhas;Outras Carnes e Miudezas;76;20
2023;Antígua e Barbuda;Outras Carnes e Miudezas;74;20
2023;Filipinas;Outras Carnes e Miudezas;74;17
2023;Palau;Carne Suína;73;15
2023;Cayman, Ilhas;Outras Carnes e Miudezas;73;13
2023;Barbados;Outras Carnes e Miudezas;72;33
2023;Portugal;Outras Carnes e Miudezas;72;20
2023;Reino Unido;Outras Carnes e Miudezas;70;30
2023;Taiwan (Formosa);Outras Carnes e Miudezas;70;10
2023;Singapura;Carne de Aves;69;54
2023;Chipre;Carne Suína;69;38
2023;Portugal;Outras Carnes e Miudezas;69;12
2023;Portugal;Carne Suína;68;30
2023;Reino Unido;Outras Carnes e Miudezas;67;25
2023;Antígua e Barbuda;Outras Carnes e Miudezas;67;11
2023;Hong Kong;Carne de Aves;66;33
2023;Tailândia;Outras Carnes e Miudezas;64;20
2023;Reino Unido;Outras Carnes e Miudezas;64;15
2023;Malásia;Outras Carnes e Miudezas;62;18
2023;Bahamas;Outras Carnes e Miudezas;60;18
2023;Reino Unido;Outras Carnes e Miudezas;58;15
2023;Malta;Outras Carnes e Miudezas;57;10
2023;Hong Kong;Outras Carnes e Miudezas;56;50
2023;Suíça;Carne de Aves;56;20
2023;Filipinas;Outras Carnes e Miudezas;54;10
2023;Singapura;Carne Suína;52;31
2023;Croácia;Carne Suína;52;15
2023;Filipinas;Carne Suína;51;17
2023;Filipinas;Outras Carnes e Miudezas;51;14
2023;Chipre;Outras Carnes e Miudezas;50;21
2023;Belize;Carne de Aves;49;20
2023;Panamá;Carne de Aves;49;18
2023;Coreia do Sul;Outras Carnes e Miudezas;48;13
2023;Malta;Outras Carnes e Miudezas;47;30
2023;Tailândia;Outras Carnes e Miudezas;47;10
2023;Filipinas;Carne de Aves;45;21
2023;Países Baixos (Holanda);Carne de Aves;45;18
2023;Singapura;Carne Suína;44;15
2023;Dinamarca;Outras Carnes e Miudezas;44;14
2023;Grécia;Carne Suína;43;20
2023;Canadá;Carne Bovina;43;10
2023;Croácia;Outras Carnes e Miudezas;42;9
2023;Noruega;Outras Carnes e Miudezas;41;20
2023;Portugal;Carne Suína;41;10
2023;Cook, Ilhas;Carne de Aves;40;5
2023;Cook, Ilhas;Carne de Aves;39;18
2023;Libéria;Outras Carnes e Miudezas;39;10
2023;Tailândia;Carne Suína;38;24
2023;Índia;Outras Carnes e Miudezas;36;20
2023;Malásia;Outras Carnes e Miudezas;36;19
2023;Malta;Carne Bovina;36;10
2023;Taiwan (Formosa);Carne Bovina;35;5
2023;Vanuatu;Outras Carnes e Miudezas;34;14
2023;Antígua e Barbuda;Outras Carnes e Miudezas;32;10
2023;Chipre;Outras Carnes e Miudezas;32;5
2023;Alemanha;Outras Carnes e Miudezas;32;3
2023;Estados Unidos;Outras Carnes e Miudezas;31;12
2023;Palau;Carne Suína;30;10
2023;Dinamarca;Outras Carnes e Miudezas;28;8
2023;Japão;Carne Bovina;28;5
2023;Alemanha;Carne Suína;27;10
2023;Chile;Outras Carnes e Miudezas;26;6
2023;Antígua e Barbuda;Outras Carnes e Miudezas;23;5
2023;Taiwan (Formosa);Carne Bovina;22;5
2023;Marshall, Ilhas;Carne Suína;21;16
2023;Hong Kong;Outras Carnes e Miudezas;21;5
2023;Países Baixos (Holanda);Outras Carnes e Miudezas;21;5
2023;Noruega;Outras Carnes e Miudezas;20;13
2023;Tailândia;Carne Suína;19;10
2023;Grécia;Carne Suína;19;10
2023;Grécia;Outras Carnes e Miudezas;18;25
2023;Tailândia;Outras Carnes e Miudezas;18;5
2023;China;Outras Carnes e Miudezas;17;30
2023;China;Carne Suína;16;4
2023;Taiwan (Formosa);Outras Carnes e Miudezas;15;5
2023;Grécia;Outras Carnes e Miudezas;15;4
2023;Malta;Carne Suína;10;10
2023;Guiné-Bissau;Outras Carnes e Miudezas;10;10
2023;Filipinas;Carne de Aves;8;5
2023;Filipinas;Outras Carnes e Miudezas;4;5
2023;Hong Kong;Carne de Aves;3;0
2022;China;Carne Suína;617430242;263289362
2022;Japão;Carne de Aves;301566836;132646865
2022;China;Carne de Aves;227382714;95779121
2022;Filipinas;Carne Suína;174094378;70645186
2022;Emirados Árabes Unidos;Carne de Aves;158274761;61219301
2022;Arábia Saudita;Carne de Aves;154910550;76081614
2022;Coreia do Sul;Carne de Aves;123949627;54699484
2022;Chile;Carne Suína;123170989;54401589
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;122419581;49747449
2022;Japão;Carne Suína;102122336;26655806
2022;Filipinas;Carne de Aves;80356372;74570659
2022;Chile;Carne de Aves;77408240;33118438
2022;Singapura;Carne de Aves;75507683;31875120
2022;Arábia Saudita;Carne de Aves;68339347;22883464
2022;China;Outras Carnes e Miudezas;64115260;22183985
2022;México;Carne de Aves;57977457;23064832
2022;Chile;Carne de Aves;57709510;7558431
2022;Hong Kong;Carne Suína;46826945;22150479
2022;Estados Unidos;Carne Suína;44261215;12753813
2022;Emirados Árabes Unidos;Carne de Aves;41934599;22294227
2022;Reino Unido;Outras Carnes e Miudezas;38227165;16601665
2022;África do Sul;Carne de Aves;36686454;49470919
2022;Canadá;Carne de Aves;30437994;8819831
2022;Argentina;Carne Suína;27456033;11243851
2022;Coreia do Sul;Carne Suína;27259715;8235100
2022;Rússia;Carne de Aves;24269208;9660493
2022;Catar;Carne de Aves;20013475;9973883
2022;China;Carne Suína;19143750;11266790
2022;Singapura;Carne Suína;18698892;7992638
2022;Porto Rico;Carne Suína;17152172;7306258
2022;Jordânia;Carne de Aves;16999004;7686216
2022;Uruguai;Carne Suína;16431017;7327599
2022;Peru;Carne de Aves;16197502;6903933
2022;Rússia;Carne Suína;15730771;7071536
2022;Espanha;Carne de Aves;15476635;7011455
2022;Geórgia;Carne Suína;15073928;7278383
2022;Iêmen;Carne de Aves;14390759;7510271
2022;Iraque;Carne de Aves;13764897;6432946
2022;Líbia;Carne de Aves;13436720;4725925
2022;Hong Kong;Carne de Aves;13069621;7182924
2022;Tailândia;Carne Suína;12584269;4678534
2022;Coveite (Kuweit);Carne de Aves;12340096;6390642
2022;Coveite (Kuweit);Carne de Aves;12201871;5555723
2022;Angola;Carne de Aves;12076555;7801411
2022;Reino Unido;Carne de Aves;11575554;5489886
2022;Emirados Árabes Unidos;Carne Suína;11370578;4467578
2022;Congo, República Democrática;Carne Suína;10899261;6414399
2022;Suíça;Carne de Aves;8991717;4298161
2022;Chile;Carne Suína;8985480;3384689
2022;Catar;Carne de Aves;8095015;4219399
